output(s),start time(s),theta,velX,velZ
1.16,0,0.5037983215528896,-0.9997152310831267,-0.02386329274033186
1.88,1.16,0.6456829547676688,-0.6095107621367373,-0.7927777941135168
0.73,3.04,0.28166695123789753,-0.19765909311717522,0.9802708212061072
1.83,3.77,0.4434897968693937,-0.9376242139934091,0.34765044704881615
0.74,5.6,0.09903766522193969,0.8125562435637332,0.5828827935748275
0.11,6.34,0.691107694791168,-0.36164458267531796,-0.9323160385950652
0.77,6.45,0.6055419574727733,-0.7880633523999169,-0.6155941460119682
2.19,7.220000000000001,0.133750162233243,0.6671820076028068,0.7448947366783366
0.27,9.41,0.26290912073068495,-0.08102149080066193,0.9967123547084376
1.31,9.68,0.791191709885137,0.25593534099091914,-0.9666939025523342
0.16,10.99,0.1365122917656324,0.6541545560441515,0.7563609038062974
0.97,11.15,0.24242313587971043,0.04758886057197228,0.9988670083396796
2.6,12.120000000000001,0.11964403424220793,0.7304978601075487,0.6829149847369673
0.4,14.72,0.06069218747344374,0.9281666715574782,0.3721647885143252
0.45,15.120000000000001,0.18006693029508947,0.4253987420780365,0.9050060277359616
0.12,15.57,0.6674076584719777,-0.49596256408788636,-0.868343903659932
0.97,15.69,0.3674168093450938,-0.6726258147129747,0.7399827791115865
0.37,16.66,0.8452679742982445,0.5634751626269913,-0.8261330044868597
0.35,17.03,0.6550681027838742,-0.5617294166322288,-0.8273210153803758
0.39,17.380000000000003,0.08115341515257024,0.8727923713214593,0.48809166819672706
1.81,17.770000000000003,0.4511496988876963,-0.953263950611154,0.30213877683146756
4.64,19.580000000000002,0.9431922562794415,0.9369726424187352,-0.34940272946680445
0.81,24.220000000000002,0.9401981521346336,0.9302340900039489,-0.36696667123122395
0.22,25.03,0.9323404924242942,0.9109903928484077,-0.41242757441507705
0.24,25.25,0.7401187824603408,-0.06204564261750301,-0.9980733130547982
0.31,25.49,0.6348719116449605,-0.6619153426320751,-0.7495786010741385
0.92,25.799999999999997,0.9263288830570503,0.8947660690361626,-0.44653519648687606
1.2,26.72,0.599234056800475,-0.8118363683390466,-0.5838850152573432
2.080000000000002,27.919999999999998,0.316811782737088,-0.40756943656138656,0.9131742190737943
1,30,0,0,0
