output(s),start time(s),theta,velX,velZ
0.82,0,0.01397170896339528,0.996149209642921,0.08767412461943312
0.93,0.82,0.34127004888884493,-0.5425473596864001,0.84002521539375
0.03,1.75,0.3788989691808994,-0.7242155379646552,0.6895736759553434
2.84,1.78,0.128867100620645,0.6897186762031544,0.7240774459245146
1.64,4.62,0.31373043308534887,-0.3898144737495436,0.9208934118861782
0.39,6.26,0.40911086346280334,-0.8413213101515873,0.5405353393487022
0.03,6.6499999999999995,0.023692035243681464,0.9889405801501769,0.1483122683132836
1.4,6.68,0.7789560836908554,0.18093439045964818,-0.9834951684421208
0.53,8.08,0.24903864065775005,0.006040362162124426,0.9999817568460688
0.63,8.61,0.3626839353046496,-0.6503264152927519,0.7596548911002148
0.62,9.24,0.15303778514069877,0.5722374437803998,0.8200879879230483
2.78,9.86,0.36266264294530637,-0.6502247799253109,0.759741887466448
0.19,12.639999999999999,0.4401490680129567,-0.9301208715456245,0.36725354227727736
0.62,12.829999999999998,0.5729591344643781,-0.8967546923685541,-0.4425279897531679
4.28,13.449999999999998,0.8551942114775536,0.613870796940084,-0.7894065142017427
0.73,17.729999999999997,0.3503943128485222,-0.5897878187963491,0.8075582510255498
0.98,18.459999999999997,0.9386686699740708,0.9266646329113983,-0.375889156682104
1.11,19.439999999999998,0.44482961627586615,-0.9405175931285198,0.3397449882128303
0.73,20.549999999999997,0.14243950064451794,0.6255392751215705,0.7801926783047763
0.71,21.279999999999998,0.9189191273101851,0.8730147517291508,-0.487693800722635
1.14,21.99,0.45202682121581417,-0.9549145894275504,0.2968806610380895
0.27,23.13,0.8878518508430404,0.7618398696381805,-0.6477653996854726
0.72,23.4,0.2791936259361175,-0.18240207650997192,0.9832240245665533
1.37,24.119999999999997,0.22083991945287162,0.18219483646883536,0.9832624479578655
4.08,25.49,0.7690734216102582,0.11955518558031522,-0.9928275568299142
0.4299999999999997,29.57,0.3735458593830019,-0.7006167807759268,0.7135377540783507
1,30,0,0,0
