output(s),start time(s),theta,velX,velZ
0.23,0,0.7622390942867894,0.07682472556507454,-0.9970446136165879
0.8,0.23,0.19380044165654187,0.3458196947081033,0.9383009851598761
1.04,1.03,0.27896451334522976,-0.18098648110661308,0.9834855838580684
0.31,2.0700000000000003,0.6481217940132844,-0.5972914054207514,-0.8020242995137389
1.99,2.3800000000000003,0.5385426925898055,-0.970819662611546,-0.2398107226268334
0.05,4.37,0.6096310474122525,-0.7719888457545784,-0.6356360767219824
4.4,4.42,0.2907783231441703,-0.25342360376953293,0.9673554036921812
2.93,8.82,0.0767954113845628,0.8858285166881188,0.4640127573915691
3.34,11.75,0.07357769106596668,0.8950280364227633,0.4460098810757591
0.3,15.09,0.2898155124912627,-0.24756696856519333,0.9688707839931188
0.34,15.39,0.2565304997817416,-0.041020827209638594,0.9991582916310293
0.18,15.73,0.8186203270970435,0.4179196809455171,-0.9084839790983643
0.37,15.91,0.3207340554698289,-0.4299479973444518,0.9028536534674351
0.25,16.28,0.33826441133438534,-0.5265877003294422,0.8501208113331595
1.43,16.53,0.30069231742135727,-0.3131511142206058,0.9497033113885583
1.43,17.96,0.3560032850981846,-0.6178758426443958,0.7862756788025926
0.77,19.39,0.8179029789386998,0.4138207022447156,-0.9103584054611076
0.27,20.16,0.34066722564940943,-0.5393617539182853,0.8420741644357645
0.07,20.43,0.9963633569678865,0.9997389569157678,-0.022847713779996035
0.31,20.5,0.7593891634677001,0.05895964076382538,-0.9982603672193947
0.79,20.81,0.667015225282529,-0.49810215624017573,-0.8671183552139163
0.19,21.599999999999998,0.18997515398853304,0.368269697552651,0.9297190058638573
1.64,21.79,0.03676912133971744,0.9734317021796387,0.22897755608716563
1.05,23.43,0.6936170837998612,-0.34690045469240816,-0.9379019535826761
0.59,24.48,0.3799423238151466,-0.7287205064269873,0.6848112320287943
3.12,25.07,0.5149355719568265,-0.9955999793288558,-0.09370528886024464
0.42,28.19,0.82309739000263,0.4433068201856372,-0.8963699365646414
0.37,28.610000000000003,0.9027286051663773,0.8189747926582253,-0.5738294947024045
0.16,28.980000000000004,0.11363303534045599,0.7557632688330939,0.6548449293403108
0.8599999999999959,29.140000000000004,0.9266602391119152,0.8956938026871256,-0.44467135260535556
1,30,0,0,0
