output(s),start time(s),theta,velX,velZ
7.11,0,0.9334582815526429,0.9138644939644557,-0.40601931810086234
0.52,7.11,0.6795562741261574,-0.4283003020861366,-0.903636459663356
2.02,7.630000000000001,0.8764806971106656,0.7136546486198587,-0.7004977105624729
1.16,9.65,0.7090475120533365,-0.25448203824788623,-0.9670775006219519
1.07,10.81,0.6280414752987409,-0.6934655718995881,-0.7204897643894583
2.7,11.88,0.27494492002852855,-0.15609263880189578,0.9877424199212368
1.47,14.580000000000002,0.342144734573935,-0.5471557637945929,0.8370308059721313
3.68,16.05,0.61870003250246,-0.7345355861614651,-0.6785701678252831
2.14,19.73,0.8038294993093424,0.33180913982306964,-0.9433465401059542
0.78,21.87,0.20769720586821105,0.2626776829224382,0.9648836380074537
3.67,22.650000000000002,0.4535402357978856,-0.9576944317052948,0.28778703146714657
0.96,26.32,0.7958522145206196,0.28412909132406183,-0.9587860342450566
1.25,27.28,0.28119121000140246,-0.19472801795473718,0.9808572776012928
0.46,28.53,0.9795595903975663,0.991764084311733,-0.12807810534712655
0.26,28.990000000000002,0.6033396069868436,-0.7965060849984996,-0.6046305124291719
0.7499999999999964,29.250000000000004,0.6857764457675462,-0.39266586803908127,-0.9196812035032111
1,30,0,0,0
