output(s),start time(s),theta,velX,velZ
1.75,0,0.7765712294928759,0.16617746478874978,-0.9860958625794877
1.8,1.75,0.8456457206760012,0.5654343594684824,-0.8247932984284407
0.56,3.55,0.6328513037450767,-0.6713782827643524,-0.74111483687239
3.43,4.109999999999999,0.6791630895615751,-0.43053138285814835,-0.9025756081205887
0.79,7.539999999999999,0.9125773195621978,0.8528939003933144,-0.5220842792805382
0.08,8.329999999999998,0.9316513434811371,0.9091960259785014,-0.4163683301415951
1.72,8.409999999999998,0.5331067319277033,-0.9784426294309166,-0.20651881491116977
0.08,10.129999999999999,0.823393916004223,0.4449761015689201,-0.8955424440150931
0.75,10.209999999999999,0.2573137633239926,-0.04593755820265345,0.9989443131358113
1.02,10.959999999999999,0.9895395915892611,0.9978409103204112,-0.06567737579207272
0.57,11.979999999999999,0.6260992026230833,-0.7022063271231994,-0.7119735066336009
0.3,12.549999999999999,0.6854621286890124,-0.3944813909638994,-0.9189039297898269
2.86,12.85,0.03848100396556353,0.9709125405735571,0.23943441389449593
0.85,15.709999999999999,0.6607990861918567,-0.5315808518715139,-0.8470075548208266
0.23,16.56,0.8465276802618157,0.5699962591641937,-0.8216472871852163
0.49,16.79,0.505368176807813,-0.9994312227852856,-0.03372285459312234
0.8,17.279999999999998,0.7147209493461769,-0.21985400639410144,-0.9755327856471367
0.98,18.08,0.9480859153193878,0.947271419370879,-0.32043229868894346
2.11,19.06,0.3594313880077957,-0.63466711908663,0.7727856416563894
1.34,21.169999999999998,0.9926292170604232,0.9989277912164765,-0.04629544184227628
0.8,22.509999999999998,0.14452355041385911,0.6152697284262022,0.7883166630754087
0.29,23.31,0.5939124487216415,-0.830902111287687,-0.556418620696382
3.78,23.599999999999998,0.7471218359476869,-0.01808305242343376,-0.9998364882394778
0.91,27.38,0.5790074509102926,-0.8792940139211238,-0.4762793687348618
1.66,28.29,0.724983897832951,-0.15653439153256943,-0.9876725086118011
1,30,0,0,0
