output(s),start time(s),theta,velX,velZ
0.56,0,0.15366181180920802,0.5690175907971069,0.8223253500673904
2.03,0.56,0.9281283355398257,0.899757430038676,-0.4363903838195761
0.66,2.59,0.4177936252070368,-0.8695441081396192,0.4938552864956234
1.42,3.25,0.6500834150401764,-0.587361155941259,-0.8093249486401294
0,4.67,0.3202588022381747,-0.427250069452066,0.9041334957588978
0.33,4.67,0.23295787470886264,0.10687432307558871,0.9942725376209154
0.94,5,0.3764140520594642,-0.7133612574027632,0.700796487174949
1.59,5.9399999999999995,0.0524344947759916,0.9462185970949202,0.32352799957920353
0,7.529999999999999,0.3138839007680614,-0.39070227849012396,0.9205170990169741
1.38,7.529999999999999,0.6914989016240416,-0.3593518363221696,-0.9332021526614074
1.21,8.91,0.24829651546996157,0.010703104608001899,0.9999427201353837
0.08,10.120000000000001,0.1231734492651324,0.7151751876555333,0.6989452417477872
4.3,10.200000000000001,0.3186277289998035,-0.4179619318364169,0.9084645417051622
0.8,14.5,0.6876720575521815,-0.381684430967089,-0.9242926999372707
3.61,15.3,0.39603834726194265,-0.7941368521204831,0.6077389736590618
0.34,18.91,0.001843830674678193,0.9999328931342801,0.011584870655655619
2.8,19.25,0.7840328213268051,0.21220864006698603,-0.9772243821563809
0.58,22.05,0.019825192632077382,0.9922517622518081,0.12424347189362252
0.17,22.63,0.732771450775896,-0.10803887682496473,-0.9941466698100437
1.09,22.8,0.6495536618268549,-0.5900517657624139,-0.8073654152369034
5.1,23.89,0.940463682925963,0.930845034621173,-0.36541417805157383
1.009999999999998,28.990000000000002,0.9371474854071358,0.923029655912512,-0.3847288061817437
1,30,0,0,0
