output(s),start time(s),theta,velX,velZ
0.52,0,0.8334047917299539,0.50038878317283,-0.8658008233276373
0.63,0.52,0.633323552759126,-0.6691762736933256,-0.7431037038838627
0.5,1.15,0.6987219219197751,-0.3166443140944222,-0.9485443470664262
0.16,1.65,0.813367371053566,0.3877127321312784,-0.9217802543683064
0.17,1.8099999999999998,0.710420690591676,-0.24612878782078113,-0.9692371329070472
2.77,1.9799999999999998,0.8702420895201121,0.6856551428810115,-0.7279265244795108
0.31,4.75,0.629269548111291,-0.6878855330989819,-0.7258191877824183
1.75,5.06,0.3812147992372982,-0.7341723591367141,0.678963141178983
0.02,6.81,0.1548576773705187,0.5628227610961087,0.8265776065150523
2.52,6.829999999999999,0.42811487019362726,-0.8997205058942287,0.436466506473788
0.57,9.35,0.8009296088062208,0.31456672175039185,-0.9492353646842344
0.37,9.92,0.49422975861747576,-0.9993428414983133,0.03624755365644863
0.09,10.29,0.4922296721418392,-0.9988084228670782,0.04880301640042238
1.5,10.379999999999999,0.7580918036578738,0.050820400635535126,-0.9987078085602634
1.16,11.879999999999999,0.1542960883293637,0.5657358865545508,0.8245865064772382
0.01,13.04,0.418956766003435,-0.8731300624533718,0.4874873270559667
0.15,13.049999999999999,0.811916439757511,0.3792933550141667,-0.9252764726513353
0.4,13.2,0.9964343659276825,0.9997490512029683,-0.022401665535504496
0.51,13.6,0.7235459288544155,-0.1654515274429505,-0.9862179232131175
0.94,14.11,0.3987345254574671,-0.8043178654227363,0.5941992690687301
1.57,15.049999999999999,0.24285582435206987,0.04487310641882597,0.9989926948283079
0.85,16.619999999999997,0.3595408709597099,-0.6351985694169021,0.7723488702721854
1.72,17.47,0.37935183570825304,-0.7261747469871186,0.6875101721707063
1.97,19.189999999999998,0.917319114885431,0.8680678475828012,-0.4964455780777613
1.83,21.159999999999997,0.6855332948797219,-0.3940704633140732,-0.9190802304170358
0.96,22.989999999999995,0.520377367622004,-0.9918147388140012,-0.1276852531473961
0.21,23.949999999999996,0.3620343243879208,-0.6472203798202963,0.7623029449931775
2.32,24.159999999999997,0.6838831300139222,-0.40357840306072074,-0.9149450653361427
2.43,26.479999999999997,0.008043140555266337,0.9987233006857343,0.050515034072960076
0.1,28.909999999999997,0.09188285062309298,0.8379299982854881,0.5457777184653858
0,29.009999999999998,0.5680269325255449,-0.9100358361696029,-0.414529585056473
0.68,29.009999999999998,0.20677169715579158,0.26828414605862344,0.9633398242435507
0.3100000000000023,29.689999999999998,0.10301232795717408,0.7977477349227561,0.6029913361115664
1,30,0,0,0
