output(s),start time(s),theta,velX,velZ
0.52,0,0.308939827361971,-0.36192294725660934,0.9322080134010271
1.71,0.52,0.24447010028045213,0.034738394076821395,0.999396439846052
0.23,2.23,0.6065683535562982,-0.7840770028720017,-0.6206635590779107
0.73,2.46,0.48125656572339137,-0.9930733049573404,0.11749642965258673
1.64,3.19,0.8104233739235834,0.37059657994426815,-0.9287939356679777
0.79,4.83,0.3622870207298884,-0.6484299008290518,0.7612743682213569
0.22,5.62,0.35358802284570956,-0.605872996262148,0.7955613819186595
0.9,5.84,0.5641358342505495,-0.9198974858764393,-0.39215891610188613
1.8,6.74,0.8489952436099738,0.5826661918157706,-0.8127115779382669
1.79,8.540000000000001,0.5594682645984725,-0.9310011956248779,-0.3650161280615526
0.56,10.330000000000002,0.26400336596567675,-0.0878722637469328,0.9961317509566641
0.11,10.890000000000002,0.3604266816526789,-0.6394873808656567,0.7688015932043732
0.54,11.000000000000002,0.9014472795356389,0.8143285114284422,-0.5804042345423898
1.06,11.540000000000003,0.6919439210589238,-0.3567410714754676,-0.9342033011730023
4.1,12.600000000000003,0.03747288699743667,0.972409675110746,0.23327971140031312
0.74,16.700000000000003,0.7907792741080952,0.25342938379341157,-0.9673538894479577
1.25,17.44,0.27624458879520053,-0.16415330827134295,0.9864348388938691
1.72,18.69,0.3511466965721254,-0.5935988380099627,0.8047610946816589
0.38,20.41,0.1102385844054743,0.7695568341808631,0.6385783264138609
0.6,20.79,0.549581360932267,-0.9518660594458056,-0.30651428168213324
1.09,21.39,0.4352022124399988,-0.9182584763764186,0.3959815280576336
0.37,22.48,0.9887533190001677,0.9975042690469843,-0.07060618409913892
0.76,22.85,0.8056391808220481,0.34251384164630355,-0.9395127823934547
2.02,23.610000000000003,0.6656396952358328,-0.5055777124635937,-0.862781071106732
1.47,25.630000000000003,0.23668291067065528,0.08357613676258113,0.9965013945619154
0.53,27.1,0.42695404956084304,-0.8965131684189659,0.44301708641020493
0.85,27.630000000000003,0.5502967944008735,-0.95047860367989,-0.31078999975341326
0.3,28.480000000000004,0.9817827305219536,0.9934563194505124,-0.11421270220006811
1.13,28.780000000000005,0.773123425681777,0.14477816181377107,-0.9894641397553655
1,30,0,0,0
