output(s),start time(s),theta,velX,velZ
0,0,0.22705729573531586,0.14365452610017068,0.9896278983188254
0.18,0,0.719571648519542,-0.19002437215484494,-0.9817793733762983
0.84,0.18,0.8273494602342245,0.46709367833535526,-0.8842078351039125
0.48,1.02,0.13568500399647043,0.6580772667436957,0.7529504040739647
0.99,1.5,0.23488530469744862,0.09482574238077258,0.9954938867627141
4.1,2.49,0.33120484019751517,-0.4883736533501805,0.8726346169579784
0.32,6.59,0.43991080743935806,-0.9295700379675448,0.3686455540394017
0.58,6.91,0.011704093185581521,0.9972972271193611,0.07347272133270562
2.71,7.49,0.551737556285443,-0.9476262475004652,-0.31938142564680727
2.6,10.2,0.6797104052988192,-0.42742498845754157,-0.9040508167365762
1.73,12.799999999999999,0.15597394627235484,0.5570115779059424,0.8305047273066737
1.25,14.53,0.3852120340462729,-0.7509914358946709,0.6603119438665792
1.79,15.78,0.1047940169590843,0.7909475928483599,0.6118838986011849
0.23,17.57,0.7248550982224081,-0.1573336357156408,-0.9875455063299605
0.9,17.8,0.977048872170303,0.9896202937554982,-0.14370690375650524
0.42,18.7,0.8139830391593863,0.3912755972513072,-0.9202735500902071
1.8,19.12,0.5289816574911133,-0.9834660823163507,-0.18109242097152733
0.61,20.92,0.4553658180773118,-0.9609324102720489,0.2767831333169538
0.25,21.53,0.3543011626392166,-0.6094316452089267,0.7928386152414254
0.41,21.78,0.8405268968928497,0.5386190778172829,-0.842549398558482
0.91,22.19,0.2538798216837097,-0.024375224189080166,0.9997028800827434
1.04,23.1,0.9106858803263301,0.8466292306179568,-0.5321831882568694
0.26,24.14,0.8442525429175707,0.5581928828052722,-0.8297112181871109
1.15,24.400000000000002,0.11781206222510432,0.738310068283371,0.6744614466901753
0.46,25.55,0.4374279560918827,-0.9237062103810662,0.3831016012801951
0,26.01,0.5483791974737142,-0.9541541134454663,-0.2993157660316211
0.81,26.01,0.02730550855380831,0.9853186923433314,0.17072514319463175
0.12,26.82,0.0233308066409752,0.989274652005196,0.14606732317667204
0.04,26.94,0.9685665078137204,0.9805597059780347,-0.19622095456976585
0.64,26.98,0.8912962973995966,0.7756793678188196,-0.6311271807965463
1.96,27.62,0.1649174797909212,0.5094876332386628,0.8604779785542834
0.41999999999999815,29.580000000000002,0.6239788612107219,-0.7116289961502541,-0.7025554581940003
1,30,0,0,0
