output(s),start time(s),theta,velX,velZ
0.17,0,0.30841011710993715,-0.358818310615031,0.9334074244226768
0.56,0.17,0.47901953283396337,-0.9913237702891075,0.13144269648705792
0.67,0.7300000000000001,0.15703580211782342,0.5514582296106469,0.8342025059868203
1.26,1.4000000000000001,0.929414725626909,0.9032551825562699,-0.4291038046734606
1.06,2.66,0.6613656738884043,-0.5285621636338375,-0.8488945983894092
2.73,3.72,0.2870293151488491,-0.23056866022705325,0.9730560584679084
0.9,6.45,0.4560154941396688,-0.9620542395943711,0.2728582783763328
0.14,7.3500000000000005,0.6396367538723956,-0.6391809033231571,-0.7690564171938187
1.38,7.49,0.7146532088243933,-0.22026919882989165,-0.9754391216507762
0.3,8.870000000000001,0.6116182602786268,-0.7639923068756183,-0.6452253521327809
0.04,9.170000000000002,0.534673630100594,-0.9763620435093889,-0.21614152769463355
0.97,9.21,0.5340048277424173,-0.9772616921796721,-0.21203675388508442
3.07,10.180000000000001,0.9907583284617701,0.998314577581093,-0.05803450860551795
1.3,13.250000000000002,0.06520043575556778,0.9172537399026741,0.3983033726125821
0.86,14.550000000000002,0.43665499229642324,-0.9218347239754208,0.38758320612890307
0.31,15.410000000000002,0.8138294956091046,0.39038758822518654,-0.9206506019982402
0.96,15.720000000000002,0.7864702525599071,0.22714919673524384,-0.9738599706438978
0.06,16.680000000000003,0.9422821262498798,0.9349592682125715,-0.3547550799966266
0.55,16.740000000000002,0.843965060899476,0.5566932633141234,-0.8307181294402284
0.05,17.290000000000003,0.6839193422776049,-0.40337021666300765,-0.9150368671858191
0.39,17.340000000000003,0.11610405086384357,0.7455055668908789,0.6664993996506744
0.79,17.730000000000004,0.03202615139657239,0.9798222239969266,0.19987098179004525
1.63,18.520000000000003,0.7630078545322789,0.08163979840919552,-0.9966619002027247
1.32,20.150000000000002,0.9415767436308103,0.9333777984936403,-0.3588953681495003
1.09,21.470000000000002,0.1556307451184702,0.558801178897448,0.82930165950806
0.73,22.560000000000002,0.2818062491041782,-0.19851698395335235,0.9800974477479596
1.53,23.290000000000003,0.3973218957859259,-0.7990122505784121,0.6013147457244175
0.26,24.820000000000004,0.1233396088732297,0.7144450910859571,0.6996915118987642
2.08,25.080000000000005,0.5486142820024387,-0.9537109595077504,-0.3007248006314177
0.05,27.160000000000004,0.7510913880896465,0.006857339865918667,-0.9999764881685785
2.12,27.210000000000004,0.35268410817596807,-0.6013448872388059,0.7989895660093115
0.45,29.330000000000005,0.23039905786816117,0.1228452589023134,0.9924258372116395
0.2199999999999953,29.780000000000005,0.5776967399824069,-0.8831865218030169,-0.4690219266787953
1,30,0,0,0
