output(s),start time(s),theta,velX,velZ
0.24,0,0.1394469450166248,0.6400976284745138,0.7682935806196114
0.24,0.24,0.6822600958163626,-0.4128877056440134,-0.9107819401635183
1.2,0.48,0.3886011630248164,-0.7648811380453896,0.6441714404274608
0.35,1.68,0.5812061342778709,-0.8726306459889983,-0.48838074867957626
0.37,2.03,0.9147483139826292,0.8599359581238423,-0.5104019474155926
0.65,2.4,0.7524850036220303,0.015613103844819155,-0.9998781080653436
0.05,3.05,0.18076425454031353,0.4214294624157941,0.9068611846407005
1.84,3.0999999999999996,0.1240426141109785,0.7113475155212241,0.7028404599635552
1.73,4.9399999999999995,0.5316388474760324,-0.9803057087917736,-0.19748599269380712
1.35,6.67,0.12174445620034124,0.7214218458117555,0.6924958630819101
0.94,8.02,0.5861081963790332,-0.8571767328635728,-0.5150223768316589
3.38,8.959999999999999,0.46835969100961805,-0.9803038952433853,0.19749499479897165
3.62,12.34,0.8917545065359109,0.7774931739213662,-0.6288913773503977
0.71,15.96,0.796631481638101,0.2888201513803761,-0.9573833715688908
0.99,16.67,0.053563707531636195,0.9438993519345568,0.3302332712152483
1.92,17.66,0.7434864529913122,-0.04091439921916148,-0.999162655395274
2.08,19.58,0.545183387749229,-0.9599715781847142,-0.2800974278310124
0.53,21.659999999999997,0.9809529324875088,0.9928473400843124,-0.11939078393035922
0.7,22.189999999999998,0.5838579271692148,-0.8643726422049148,-0.5028518026294571
0.53,22.889999999999997,0.25868721496395997,-0.05455628166693689,0.998510697053706
1,23.419999999999998,0.05691530660165289,0.9367362889805209,0.35003589088406656
0.01,24.419999999999998,0.8259763780940692,0.4594480376268484,-0.8882046502472492
2.23,24.43,0.939330245806611,0.9282191198779253,-0.37203395744615814
3.34,26.66,0.5999018476397514,-0.8093793332351379,-0.5872862121077282
1,30,0,0,0
