output(s),start time(s),theta,velX,velZ
0.56,0,0.33923020017703365,-0.5317367021563236,0.8469097233943634
1.51,0.56,0.9649550178437398,0.9758550688700833,-0.2184190572284502
2.16,2.0700000000000003,0.4533678656837984,-0.9573821871390173,0.2888240775089771
0.92,4.23,0.19436691576599774,0.34247785242548573,0.9395259020367811
0.84,5.15,0.8133999494581724,0.38790140887940155,-0.9217008717525309
2.29,5.99,0.3300556605560624,-0.4820601115032894,0.8761381448706798
1.54,8.280000000000001,0.5261141447634637,-0.9865690482715999,-0.16334476726381408
1.42,9.82,0.12873332147348227,0.6903270624129866,0.7234974408387749
0.31,11.24,0.4390910579551426,-0.9276589563076918,0.3734285216505617
0.09,11.55,0.2390691626142979,0.06862649519818145,0.9976424229937367
2.98,11.64,0.48381252192817725,-0.9948321046853612,0.10153365691875012
0.56,14.620000000000001,0.03222988277472549,0.9795655700472199,0.2011250704861659
1.07,15.180000000000001,0.7460604204809432,-0.024750580455641845,-0.9996936574606787
1.06,16.25,0.04487552688078211,0.9605115874726897,0.2782399869369849
1.52,17.31,0.8753469721217136,0.7086466561195927,-0.7055635455226692
0.35,18.83,0.17995586666753705,0.42603018183891406,0.9047089499735823
0.87,19.18,0.9139281110741138,0.8572942007877618,-0.5148268187416744
0.77,20.05,0.8947126170147142,0.7890470104880905,-0.6143328212295085
2.02,20.82,0.34789976035722303,-0.5770584386440072,0.8167028580761431
0.71,22.84,0.5428503357463417,-0.9639742383001174,-0.2659956163054355
0.01,23.55,0.22194168295727867,0.17538380811684873,0.9845001370494736
0.58,23.560000000000002,0.5733908609870058,-0.8955509852728567,-0.44495891133543497
1.02,24.14,0.9378429332973631,0.924701960325552,-0.3806918498865995
0.76,25.16,0.2815963991163384,-0.19722452744523825,0.9803583455930808
0.37,25.92,0.8927167424560692,0.7812811594784087,-0.6241792609852344
0.07,26.290000000000003,0.2262272304348627,0.1488139078145995,0.9888652187436607
0.08,26.360000000000003,0.2824945621471241,-0.2027538380958651,0.9792297386912816
0.21,26.44,0.5590558655008064,-0.9319438915706811,-0.36260251373107527
0.38,26.650000000000002,0.131934599486773,0.6756358125985452,0.7372355449476805
0.49,27.03,0.5787342587001144,-0.8801102598971767,-0.47476934444393526
2.4800000000000004,27.52,0.2729533079988602,-0.14372045996443583,0.9896183251070136
1,30,0,0,0
