output(s),start time(s),theta,velX,velZ
0.89,0,0.051704148733477506,0.9476932666498696,0.3191825063290578
0.03,0.89,0.8389404293050003,0.5301938666286562,-0.8478764437047149
0.09,0.92,0.20899678648338116,0.2547902504749183,0.9669963434589235
1.04,1.01,0.8579936003014873,0.6276600584313676,-0.7784875407159271
1.9,2.05,0.4884479242914169,-0.9973669499441088,0.07252011554862278
0,3.9499999999999997,0.46654482818428467,-0.9779881507126976,0.20866043483506364
2.99,3.9499999999999997,0.13118819995484565,0.6790858326161267,0.7340588749821516
1.19,6.9399999999999995,0.6747499443687562,-0.45538984004512073,-0.8902921394596716
0.05,8.129999999999999,0.8503840864978882,0.5897359286857659,-0.8075961456180542
0.97,8.18,0.49275172635594366,-0.9989631311259669,0.04552650492849434
1.77,9.15,0.1889994909498196,0.3739621721289726,0.9274439572376224
0.05,10.92,0.036886510056316935,0.9732625492787574,0.22969547268375626
1.19,10.97,0.6777226306983318,-0.4386825519922773,-0.8986420970428344
0.41,12.16,0.3304233838309244,-0.48408311696158196,0.8750220202216396
1.67,12.57,0.28885227689142134,-0.24169868240609824,0.970351352306553
3.41,14.24,0.08247819950449697,0.8686993725096692,0.4953396816340348
0.59,17.65,0.44558248269804845,-0.9421141937600112,0.3352921799206242
1.04,18.24,0.0530159946214912,0.9450302190853107,0.32698300416928355
1.03,19.279999999999998,0.0695031401042383,0.9061518656058793,0.42295247541418224
0.83,20.31,0.5637560376558765,-0.9208306872944721,-0.3899626204353311
2.43,21.139999999999997,0.4764996565077635,-0.9891184952538897,0.14712104657961417
0.18,23.569999999999997,0.29967866299615775,-0.30709616376330295,0.9516784888825967
0.13,23.749999999999996,0.3848311940860707,-0.7494092347930031,0.6621070901349461
0.65,23.879999999999995,0.6839516947950485,-0.4031842025071552,-0.9151188441118833
0.89,24.529999999999994,0.8696656208065715,0.6830140576214659,-0.7304052280011835
3.42,25.419999999999995,0.538853566700477,-0.9703493935221466,-0.24170654623158702
1.1600000000000037,28.839999999999996,0.9024211967891622,0.8178649118213833,-0.5754102762476534
1,30,0,0,0
