output(s),start time(s),theta,velX,velZ
1.28,0,0.8583187994499529,0.629249420169751,-0.7772034271772301
0.22,1.28,0.3092509582547258,-0.36374462150274345,0.9314987119303096
1.83,1.5,0.17632703413484718,0.44654559106227426,0.8947608815224569
0.19,3.33,0.548282893423799,-0.9543350535868239,-0.29873835625080664
0.41,3.52,0.3870819513688025,-0.7586974541160352,0.6514431464969501
0.29,3.93,0.7906544855189205,0.2526708329716535,-0.9675522984135849
1.79,4.22,0.9841603380650917,0.9950516198462334,-0.09935931683232878
0.12,6.01,0.8587983652143429,0.6315884298371811,-0.7753038470791979
0.75,6.13,0.7987518381752418,0.30154897193456526,-0.9534506896138923
0.5,6.88,0.051746875460412345,0.9476075447829971,0.3194369125043943
0.52,7.38,0.7682295677977042,0.11428946883303358,-0.993447490969635
0.69,7.9,0.7686408735136621,0.11685646064176655,-0.9931488144312912
2.97,8.59,0.06915783584405766,0.9070673743598805,0.42098548475199515
1.15,11.56,0.49239736031670056,-0.9988592880986965,0.04775062909496804
0.96,12.71,0.28724618013572845,-0.23189433477626947,0.972740981710276
2.51,13.670000000000002,0.8598425751574075,0.636661540706299,-0.7711433605922322
1.33,16.18,0.8514443664356307,0.5951029555818566,-0.8036494710119201
0.16,17.509999999999998,0.06011289482818716,0.9295151268477052,0.3687839868558484
0.17,17.669999999999998,0.48697208296324124,-0.9966516010623525,0.08176543340464398
0.71,17.84,0.9072444350360682,0.8349246842017852,-0.5503642173239003
0.54,18.55,0.39283408429624755,-0.7817411423052502,0.6236030680066308
4.21,19.09,0.12681717943568704,0.6989873512021212,0.7151340313951242
1.28,23.3,0.8392150031089957,0.5316558317150901,-0.8469604929412798
0.29,24.580000000000002,0.5272361317361011,-0.9853930190817518,-0.17029561927703935
0.44,24.87,0.31779559694774095,-0.41320638842226093,0.9106374034526759
2.23,25.310000000000002,0.6442299375369595,-0.6167229861940732,-0.7871802578189223
0.22,27.540000000000003,0.7638903188454728,0.087164693236909,-0.9961939149848866
0.62,27.76,0.2649306248315638,-0.0936743418791613,0.9956028915554163
1.6199999999999974,28.380000000000003,0.823982702456121,0.44828606747249233,-0.8938901508071605
1,30,0,0,0
