output(s),start time(s),theta,velX,velZ
1.05,0,0.3091032412582978,-0.3628799100187113,0.9318359141527075
0.01,1.05,0.12588637695190108,0.7031577664500498,0.7110338638074681
1.68,1.06,0.7287155061251744,-0.13333613784156087,-0.9910708725139168
5.91,2.74,0.17207029234534277,0.4703142136750754,0.8824990313961798
1.25,8.65,0.9570815858713448,0.9638603707315351,-0.2664079310629993
0.3,9.9,0.9758435224102769,0.9885035684793007,-0.15119753669848152
0.23,10.200000000000001,0.4432359967319357,-0.9370686331636723,0.34914520867508253
2.44,10.430000000000001,0.67461297876665,-0.4561558391598042,-0.8898999103272316
2.5,12.870000000000001,0.2018979993697445,0.2976534825827535,0.9546739780188619
1.63,15.370000000000001,0.09135238370308141,0.839744429744452,0.5429818530238052
0.26,17,0.8873975795390274,0.7599878709942484,-0.6499372553882641
0.29,17.26,0.7553252570867013,0.03345333419270136,-0.9994402805727771
0.61,17.55,0.11890115985264027,0.7336774768953249,0.6794978733568707
0.09,18.16,0.7927866607994593,0.2656099267771607,-0.9640805810706029
0.62,18.25,0.2842668462670984,-0.21364534243202538,0.9769112895535104
1.17,18.87,0.625181252869388,-0.7063010375320675,-0.7079116077457164
0.49,20.04,0.16738259270991018,0.49609931587340345,0.8682657823442894
0.92,20.529999999999998,0.4097688990651901,-0.8435489883676985,0.5370522360290778
1.03,21.45,0.8015000220119339,0.31796676495969856,-0.9481018597076286
0.18,22.48,0.7766027760429165,0.16637291836447712,-0.98606290470481
1.43,22.66,0.18148466975948663,0.4173202498033597,0.9087594891411377
0.23,24.09,0.39027485365910797,-0.7716128967326241,0.6360923970587047
0.34,24.32,0.40483481128071264,-0.8264967361804714,0.5629415112451988
0.2,24.66,0.5835723520976595,-0.8652735278556136,-0.5013000319093354
1.3,24.86,0.913640475075513,0.8563623700274217,-0.5163753394586319
0.13,26.16,0.298922918697186,-0.30257369086359825,0.9531259946078376
0.15,26.29,0.14843395428272854,0.5957171985221968,0.8031942600547302
0.95,26.439999999999998,0.25038639274988905,-0.002427774863976342,0.9999970529502624
0.43,27.389999999999997,0.01500480841685059,0.9955591209319713,0.09413839136696818
1.41,27.819999999999997,0.3810897362866943,-0.7336386075716957,0.6795398395092546
0.7700000000000031,29.229999999999997,0.21697909469296017,0.20599114547233974,0.9785538554351484
1,30,0,0,0
