output(s),start time(s),theta,velX,velZ
0.22,0,0.6922069344645756,-0.35519675621126756,-0.9347915619949687
0.8,0.22,0.40706063895594147,-0.8342885533430232,0.5513280418777967
0.85,1.02,0.24248831046169828,0.047179816581875214,0.9988864124149955
3.12,1.87,0.18640689474563665,0.3890197301365365,0.9212294228716842
0.31,4.99,0.15408664498643343,0.5668205285819564,0.8238413004809066
0.04,5.3,0.26996185116141047,-0.12509542382030955,0.9921447147161633
0.73,5.34,0.9299670379806498,0.9047388514127429,-0.4259666779741706
0.27,6.07,0.2775385831751209,-0.17216791058879205,0.9850676172545161
2.33,6.34,0.5360033638911855,-0.9745221323929383,-0.2242913584521714
0.26,8.67,0.167479902307769,0.49556835311919634,0.8685689422185942
0.32,8.93,0.40335156240589276,-0.8212145713623207,0.5706195122690775
1.78,9.25,0.23779819701197746,0.0765911077889525,0.9970625869059881
4.79,11.03,0.005300374857946433,0.9994454984412494,0.03329708163672289
0.07,15.82,0.6721844719718897,-0.4696809775226553,-0.8828362132090883
0.66,15.89,0.09864217677170084,0.814002154682181,0.5808618529157917
5.3,16.55,0.7201717557762723,-0.1863211474353586,-0.9824888956208978
2.28,21.85,0.889283427806629,0.7676355332214487,-0.6408866421886339
0.42,24.130000000000003,0.35400244829236127,-0.6079425116362027,0.7939810467167749
0.02,24.550000000000004,0.07672512202606152,0.8860333573805925,0.46362149390302765
2.4,24.570000000000004,0.6891132510209466,-0.37329916233809896,-0.9277110193361259
0.18,26.970000000000002,0.9468789075755797,0.9448140901653143,-0.327606982564611
0.74,27.150000000000002,0.26409711180868833,-0.08845899248715765,0.9960798194161736
2.1099999999999994,27.89,0.2547191926602652,-0.029647217158756057,0.999560424644124
1,30,0,0,0
