output(s),start time(s),theta,velX,velZ
0.03,0,0.5608905093715606,-0.9277021990471793,-0.3733210814875415
0.77,0.03,0.6449413910154623,-0.6131979875493682,-0.7899292551016229
2.56,0.8,0.6439654937745427,-0.6180300729830016,-0.7861544561271823
0.47,3.3600000000000003,0.06886493583393105,0.9078405964122187,0.4193154558395232
1.08,3.83,0.7321925149734093,-0.11165442315647751,-0.9937470954873752
1.05,4.91,0.4889369613488299,-0.9975850745695919,0.06945515816684672
2.12,5.96,0.1541545215387875,0.5664691244184523,0.8240829637121446
1.12,8.08,0.7204208345087655,-0.1847833170727518,-0.9827792863769519
0.43,9.2,0.017399432318583874,0.9940300965233094,0.10910621983122717
0.48,9.629999999999999,0.5317802084118861,-0.9801299156789003,-0.19835661922726933
1.3,10.11,0.8839465327809438,0.7457173603481334,-0.666262424631175
0.51,11.41,0.7762304200134186,0.16406549017902328,-0.9864494487465219
0.4,11.92,0.5743146885181531,-0.8929531134485588,-0.4501496830861101
1.21,12.32,0.5569855604082989,-0.9365816856913439,-0.35044934873325223
1.32,13.530000000000001,0.8847692382615806,0.7491514330180644,-0.6623987699316632
0.22,14.850000000000001,0.5288753649934363,-0.98358680654128,-0.1804355674414743
0.45,15.070000000000002,0.4267015192142767,-0.8958091072033687,0.44443902107207406
0.34,15.520000000000001,0.007632992659405535,0.9988501632501398,0.04794112404991403
1.45,15.860000000000001,0.1299875576232884,0.6846040929700745,0.7289151088354676
0.32,17.310000000000002,0.6288550704269652,-0.6897734057525018,-0.7240253094447697
0.11,17.630000000000003,0.05115592176904438,0.9487871018917943,0.3159161839535448
0.06,17.740000000000002,0.6514398558608591,-0.5804422177141604,-0.8143014379792456
0.49,17.8,0.2803670858825188,-0.18964642888493657,0.9818524492056792
0.39,18.29,0.834006643913158,0.5036592656260207,-0.8639023927209935
1.77,18.68,0.6427345846834943,-0.6240916707409188,-0.7813511288222528
0.07,20.45,0.9742155221338652,0.9869052771049251,-0.16130088041436988
7.49,20.52,0.43596262284025034,-0.9201399088151909,0.39158977030250935
0.25,28.009999999999998,0.591791685564427,-0.838242486076896,-0.5452976568220561
0.35,28.259999999999998,0.015079311211588786,0.9955149442739986,0.09460441705933947
0.61,28.61,0.5289918174665038,-0.9834545199141224,-0.1811552021347527
0.13,29.22,0.4157446941740862,-0.8631144269887492,0.5050084018349429
0.6500000000000021,29.349999999999998,0.18821322664034446,0.37853938981401153,0.9255851826597247
1,30,0,0,0
