output(s),start time(s),theta,velX,velZ
1.62,0,0.773067040354673,0.1444276059153306,-0.9895153695873379
0.34,1.62,0.4748544304049359,-0.9875448461460384,0.15733777947586938
1.49,1.9600000000000002,0.22987596185900716,0.12610640460374442,0.9920167209870592
0.57,3.45,0.8326058204756367,0.4960361029844248,-0.8683018971164495
0.14,4.0200000000000005,0.4098516855635752,-0.8438282288898781,0.5366133804971429
0.37,4.16,0.2487630156060513,0.0077721239201053805,0.9999697965887623
0.23,4.53,0.1681370791757857,0.49197767495394745,0.8706078148896368
0.17,4.760000000000001,0.21110454124629607,0.2419619488887566,0.9702857389913317
0.18,4.930000000000001,0.7253801823696342,-0.1540746742392415,-0.9880592060995493
0.78,5.11,0.391021843463047,-0.7745898709611769,0.632463858101273
0.21,5.890000000000001,0.7625046859119288,0.07848844738555931,-0.9969150232727985
1.69,6.1000000000000005,0.7554876496058677,0.03447308778666956,-0.9994056264692793
4.52,7.790000000000001,0.9648604387541134,0.9757250993093924,-0.2189989282569124
1.67,12.31,0.5228038358230287,-0.9897528653589726,-0.1427909854077054
0.35,13.98,0.8988758618863054,0.8048452226881799,-0.5934847660353331
2.69,14.33,0.7784476746094274,0.17779176767595437,-0.9840681314556728
0.28,17.02,0.38573234224198083,-0.7531461059564452,0.6578532838579155
2.38,17.3,0.3279879449382568,-0.4706371023836528,0.8823268769905624
1.26,19.68,0.8467227444499124,0.5710028617974173,-0.8209480688930083
2.59,20.94,0.3440471422056821,-0.5571216172304267,0.8304309144140491
1.83,23.53,0.9822885687321539,0.993814300577307,-0.11105465306792867
0.19,25.36,0.6624755952782793,-0.5226293018944795,-0.8525600347197192
0.09,25.55,0.706333254628752,-0.27093694831544407,-0.962597096420675
0.69,25.64,0.45372693442070056,-0.9580313647417691,0.28666339872928226
3.669999999999998,26.330000000000002,0.8440905937051055,0.5573483155831253,-0.8302787815647543
1,30,0,0,0
