output(s),start time(s),theta,velX,velZ
1.54,0,0.7630886519798309,0.08214575856495343,-0.9966203260769813
1.36,1.54,0.6321950762969485,-0.6744283308435972,-0.7383403189285543
1.08,2.9000000000000004,0.9725185941393087,0.9851294059811735,-0.17181400836713015
0.06,3.9800000000000004,0.8234351619991025,0.44520817202629764,-0.8954270956147142
0.34,4.04,0.19875576172174936,0.3164426257827472,0.9486116510921212
0.5,4.38,0.8989611648569159,0.8051631996941314,-0.5930533043987769
0.85,4.88,0.4081216173628982,-0.8379453196735749,0.54575419488736
1.06,5.7299999999999995,0.8218491023883743,0.4362628283119654,-0.8998192844306264
1.56,6.789999999999999,0.6246785469861308,-0.7085335160462114,-0.7056771617667622
0.45,8.35,0.16056517505559087,0.532825130250569,0.8462253722108929
1.62,8.799999999999999,0.8681913120062272,0.6762188467540472,-0.7367008017469686
1.67,10.419999999999998,0.5877911830837296,-0.8516827968257727,-0.5240576433857534
0.48,12.089999999999998,0.6799846538852201,-0.4258665352566405,-0.9047859935633976
0.2,12.569999999999999,0.1494770127260261,0.5904405249103631,0.8070811523902506
1.94,12.769999999999998,0.9557073365590938,0.9615241253460051,-0.27472050592847974
0.01,14.709999999999997,0.11394544970769327,0.7544763809299443,0.6563271978356936
0.18,14.719999999999997,0.3933395470078287,-0.7837177073741589,0.6211171831049211
0.15,14.899999999999997,0.7221457116561525,-0.174121584278226,-0.9847241613205399
0.2,15.049999999999997,0.3140619909908835,-0.39173206825750934,0.9200793371762536
2.11,15.249999999999996,0.5778757139661713,-0.8826585358110713,-0.47001479674565116
0.84,17.359999999999996,0.9304634559255984,0.9060630749721885,-0.42314265227218845
0.52,18.199999999999996,0.9500920522103568,0.9512350867970167,-0.30846686960883196
1.44,18.719999999999995,0.3060313013090332,-0.34482753910281877,0.9386660579121278
1.45,20.159999999999997,0.32803091321297106,-0.4708752937500959,0.8821997833460179
0.55,21.609999999999996,0.34401085847297475,-0.5569322832599991,0.8305579039794903
0.35,22.159999999999997,0.9627729072545945,0.9727687857119189,-0.23177767266188243
0.43,22.509999999999998,0.2681763513813622,-0.11395728479835168,0.993485650244324
0.29,22.939999999999998,0.37196267545443995,-0.6934843620017898,0.7204716785960227
0.17,23.229999999999997,0.672741765239876,-0.46658678558695965,-0.88447542165717
0.44,23.4,0.6532537896032176,-0.5711238969065664,-0.8208638707984763
0.07,23.84,0.6901052011485327,-0.36750989162261655,-0.9300196124596151
0.63,23.91,0.4946355767618217,-0.9994320178397332,0.0336992836244223
1,24.54,0.5594588057037283,-0.9310228876149598,-0.36496079616460453
0.82,25.54,0.8987784336441489,0.8044817644511214,-0.5939773486132366
0.45,26.36,0.43670567092142465,-0.9219580927210498,0.38728965292938583
0.02,26.81,0.337725818917019,-0.5237078171864085,0.8518979529367631
1,26.83,0.33629023659355783,-0.5160024719596086,0.8565870936055325
2.1700000000000017,27.83,0.3648911678286799,-0.660798775273318,0.7505631076713556
1,30,0,0,0
