output(s),start time(s),theta,velX,velZ
1.12,0,0.4568206656668734,-0.9634223238355567,0.2679877346732415
0.59,1.12,0.06309357949441974,0.9224458657548179,0.3861264362250331
0.2,1.71,0.48972324077659424,-0.9979160312434067,0.06452592182532682
2.55,1.91,0.4440707267341144,-0.9388869205422915,0.3442257259918451
1.31,4.46,0.5974855272866705,-0.8182020019952072,-0.5749308514343572
0.54,5.77,0.8849848368766882,0.7500480612502689,-0.6613833274393245
0.95,6.31,0.7230710844428865,-0.1683932028114796,-0.9857199040533228
0.56,7.26,0.3258907410080597,-0.45897005159420584,0.8884517385539926
1.12,7.82,0.5597966288030065,-0.9302461231981496,-0.36693616648514366
1.14,8.940000000000001,0.8738273200142463,0.7018775541491594,-0.7122976196658204
1.35,10.080000000000002,0.8100005921416863,0.3681280119489646,-0.9297751162611866
0.07,11.430000000000001,0.42571486840642325,-0.8930366960829239,0.44998384354251586
1.09,11.500000000000002,0.42631645383300476,-0.8947311940888601,0.44660507198678623
0.67,12.590000000000002,0.018158001197138285,0.9934987826431652,0.11384273752220189
1.15,13.260000000000002,0.8423328703823383,0.5481448288250143,-0.8363834327821157
0.08,14.410000000000002,0.9059540995769215,0.8304352612467392,-0.5571151379006498
2.11,14.490000000000002,0.965873378172398,0.9770991439009374,-0.2127845459333342
0.12,16.6,0.7306963803045506,-0.12099106319265636,-0.9926535964915004
0.67,16.720000000000002,0.44620697182836444,-0.9434225510325487,0.33159295861528487
0.44,17.390000000000004,0.7376270502580149,-0.07766325133064726,-0.996979648434587
0.32,17.830000000000005,0.7322491252882661,-0.11130094711724531,-0.9937867473310379
0.48,18.150000000000006,0.7115868877798972,-0.23902022372910375,-0.9710145893077452
0.3,18.630000000000006,0.3588521489004979,-0.6318503944204711,0.7750903683253296
1.14,18.930000000000007,0.26394449606770876,-0.08750379809457859,0.9961641859247015
0.93,20.070000000000007,0.9835658356029252,0.9946735350230339,-0.10307550011899703
0.75,21.000000000000007,0.8658324405438382,0.66522616633084,-0.7466419139244552
1.73,21.750000000000007,0.9183372725685173,0.8712259611849551,-0.4908821900999782
1.05,23.480000000000008,0.7699386044857738,0.12495050668347812,-0.9921629759669235
1.43,24.53000000000001,0.19399642769725778,0.34466399338227444,0.9387261217553198
4.039999999999992,25.960000000000008,0.8701494273782674,0.6852312181131408,-0.7283255987010077
1,30,0,0,0
