output(s),start time(s),theta,velX,velZ
0.03,0,0.74557797434377,-0.02778083196605228,-0.9996140382043831
0.29,0.03,0.7323779099240116,-0.11049676066141088,-0.9938764842189068
0.81,0.31999999999999995,0.027530936383243887,0.9850758881331798,0.17212058162412455
0.27,1.13,0.9326811141849344,0.9118709790425807,-0.41047693915727496
0.54,1.4,0.9622230201377374,0.971962179439803,-0.23513724022074448
0.23,1.94,0.7498223459380369,-0.0011162331600877231,-0.9999993770115722
1.77,2.17,0.7734419961566009,0.14675841881630403,-0.9891723644070017
1.39,3.94,0.15378593695055864,0.5683760852305445,0.8227688774728908
1.4,5.33,0.7361329277485522,-0.08701918557650265,-0.996206635865071
0.43,6.73,0.6314227825268761,-0.6780031470731016,-0.7350589993728192
0.16,7.16,0.18319657527545796,0.40752148070859834,0.9131956212997692
0.69,7.32,0.1619655746666896,0.5253586884177862,0.8508808662227301
0.73,8.01,0.7049216302176983,-0.27946393220112137,-0.9601561907308035
1.52,8.74,0.3467285882812845,-0.571033004881413,0.8209271023276696
0.47,10.26,0.2139794584031557,0.22439653800910037,0.9744979187917902
1.48,10.73,0.7395322921275664,-0.06572314056924156,-0.9978378970522795
3.76,12.21,0.4968509058426459,-0.99980425671859,0.019785051109051925
1,15.97,0.5265191865487322,-0.9861501491357311,-0.16585500703800116
1.38,16.97,0.37321016728339307,-0.6991102184330813,0.7150139176844388
0.96,18.349999999999998,0.9155508513558792,0.862498711809225,-0.506059257525665
0.42,19.31,0.8627250962253544,0.6505228567753887,-0.7594866771792558
0.69,19.73,0.6278968700099052,-0.6941199094802197,-0.7198593968707858
0.87,20.42,0.208279019484648,0.2591486657129824,0.9658374444279849
0.86,21.290000000000003,0.1993847940832495,0.31269094065138575,0.9498549234670269
0.63,22.150000000000002,0.9173514067708859,0.8681685564868256,-0.49626944045304816
3.17,22.78,0.7254380239245534,-0.15371557449725207,-0.988115136083331
0.06,25.950000000000003,0.38835801928395064,-0.763896134066263,0.6453392103061908
0.5,26.01,0.43747321485283797,-0.9238151153203863,0.3828389122144998
0.68,26.51,0.8188990264300239,0.41950990343445693,-0.9077507592508048
0.38,27.19,0.26557560230898536,-0.09770825530672708,0.9952151007922435
0,27.57,0.4635786349124039,-0.9739296979020355,0.2268500463840593
0.56,27.57,0.2293004990017531,0.12969244676849992,0.9915542694432815
0.97,28.13,0.9211951350250469,0.8798995502766443,-0.4751597430580153
0.34,29.099999999999998,0.6073361085342677,-0.7810738435966157,-0.6244386686050196
0.24,29.439999999999998,0.03487597783135943,0.9760864546669135,0.21738268793943877
0.3,29.679999999999996,0.0017151638828761806,0.9999419320112815,0.010776483913865523
1,30,0,0,0
