output(s),start time(s),theta,velX,velZ
0.26,0,0.1994322017886131,0.3124079921696989,0.9499480230141528
0.69,0.26,0.1648791254042128,0.5096949830677172,0.8603551733066986
3.6,0.95,0.9594374788863409,0.9676981375147806,-0.2521117106570514
0.21,4.55,0.5991889340837311,-0.8120018755133953,-0.5836548245005163
0.4,4.76,0.08195384365483971,0.8703266133734722,0.4924749598242155
0.33,5.16,0.17605024542225278,0.44810100685157334,0.8939829347692305
0.33,5.49,0.8797416193850476,0.7278563370278796,-0.6857296498244464
1.45,5.82,0.10776798496693607,0.7793765184170176,0.6265558574781408
1.15,7.2700000000000005,0.6992456994181087,-0.31352095401653596,-0.9495812821410082
0.89,8.42,0.22456677633728206,0.1591223940895266,0.9872588635708557
0.66,9.31,0.9356988559367471,0.9194896651798938,-0.3931141763245975
0.06,9.97,0.6274443477243906,-0.6961638638213825,-0.7178829115595966
0.86,10.030000000000001,0.1408919075504812,0.633096031267645,0.7740732621613777
1.31,10.89,0.6191596055186893,-0.7325730992696704,-0.6806883679235525
0.98,12.200000000000001,0.19939361045017068,0.31263832308440065,0.9498722434827612
3.68,13.180000000000001,0.4701913055955166,-0.9825117749923901,0.18620046187188438
0.37,16.860000000000003,0.6976683177357903,-0.322916684305541,-0.9464273955233521
2.31,17.230000000000004,0.8867880233196765,0.757493072891653,-0.6528432005628616
0.52,19.540000000000003,0.9679951569378044,0.9798489747843921,-0.19973979727128896
0.13,20.060000000000002,0.7714350012128645,0.1342732996089635,-0.9909443379989219
0.45,20.19,0.7702466772121876,0.12687077947179515,-0.991919253425509
0.58,20.64,0.4496727685001951,-0.9504191502188513,0.31097176543422167
0.63,21.22,0.06575312724497151,0.9158650385255886,0.40148627773128454
0.3,21.849999999999998,0.9160195767940769,0.8639853586400495,-0.5035169312502061
0.43,22.15,0.7652413992045886,0.09561822900808752,-0.9954180801459038
0.24,22.58,0.777200430967105,0.17007457700560932,-0.9854311940751435
1.34,22.819999999999997,0.6757810287646242,-0.4496125712921012,-0.8932236762066404
1.67,24.159999999999997,0.7069381467418409,-0.2672765063719001,-0.963619877929898
4.170000000000002,25.83,0.5969878864503106,-0.8199956757197158,-0.5723697160061552
1,30,0,0,0
